Frame,TPS
2141,48.64
2142,48.64
2143,48.64
2144,48.64
2145,48.64
2146,48.64
2147,48.64
2148,48.64
2149,48.64
2150,48.64
2151,48.64
2152,48.64
2153,48.64
2154,48.64
2155,59.51
2156,59.51
2157,59.51
2158,59.51
2159,59.51
2160,59.51
2161,59.51
2162,59.51
2163,59.51
2164,59.51
2165,59.51
2166,59.51
2167,59.51
2168,59.51
2169,59.51
2170,59.51
2171,59.51
2172,59.51
2173,59.51
2174,59.51
2175,59.51
2176,59.51
2177,59.51
2178,59.51
2179,59.51
2180,59.51
2181,59.51
2182,59.51
2183,59.51
2184,59.51
2185,59.51
2186,59.51
2187,59.51
2188,59.51
2189,59.51
2190,59.51
2191,59.51
2192,59.51
2193,59.51
2194,59.51
2195,59.51
2196,59.51
2197,59.51
2198,59.51
2199,59.51
